Customer_ID,Branch,Region,Product,Customer_Segment,Loan_Officer,Disbursement_Date,Tenure_Months,Interest_Rate,Disbursed_Amount,Outstanding_Balance,DPD,IFRS9_Stage
CUST00189,Westlands,Nairobi,Mortgage,Corporate,P. Njoroge,2024-09-13,60,0.1707,444320.95,51370.71,1,Stage 1 - Performing
CUST00190,Nairobi CBD,Nairobi,Motor Loan,Retail,P. Njoroge,2024-04-24,24,0.125,793750.86,606161.85,45,Stage 2 - Underperforming
CUST00191,Nakuru,Rift Valley,Motor Loan,Retail,P. Njoroge,2023-06-22,24,0.1552,288946.16,222112.06,150,Stage 3 - Non-Performing
CUST00192,Thika,Central,Overdraft,Retail,J. Mwangi,2023-06-16,60,0.1294,280893.78,259731.07,20,Stage 1 - Performing
CUST00193,Kitengela,Nairobi,SME Loan,Retail,J. Mwangi,2023-11-20,36,0.1386,190863.69,74138.93,1,Stage 1 - Performing
CUST00194,Eldoret,Rift Valley,Motor Loan,Corporate,M. Hassan,2024-04-09,36,0.1759,259953.27,49616.64,120,Stage 3 - Non-Performing
CUST00195,Westlands,Nairobi,Personal Loan,SME,A. Otieno,2023-08-02,36,0.122,109943.17,39820.96,15,Stage 1 - Performing
CUST00196,Kitengela,Nairobi,Overdraft,Retail,S. Kimani,2023-11-21,60,0.1432,426893.43,130253.71,0,Stage 1 - Performing
CUST00197,Eldoret,Rift Valley,Mortgage,Retail,L. Achieng,2023-04-01,48,0.1746,209714.22,39781.9,10,Stage 1 - Performing
CUST00198,Nakuru,Rift Valley,Overdraft,Corporate,M. Hassan,2025-01-16,24,0.1827,303667.12,66832.13,0,Stage 1 - Performing
CUST00199,Kisumu,Nyanza,Overdraft,Retail,F. Wanjiru,2025-01-18,84,0.1214,658626.02,363652.52,15,Stage 1 - Performing
CUST00200,Nakuru,Rift Valley,Personal Loan,SME,S. Kimani,2023-09-15,36,0.1762,419182.5,227974.73,5,Stage 1 - Performing
CUST00201,Westlands,Nairobi,SME Loan,SME,S. Kimani,2024-05-13,36,0.1677,559390.97,195233.46,0,Stage 1 - Performing
CUST00202,Kisumu,Nyanza,Motor Loan,SME,A. Otieno,2025-02-04,60,0.1756,192984.99,150961.77,0,Stage 1 - Performing
CUST00203,Thika,Central,SME Loan,SME,L. Achieng,2023-11-24,48,0.15,547631.65,434367.19,0,Stage 1 - Performing
CUST00204,Nairobi CBD,Nairobi,Personal Loan,SME,S. Kimani,2023-01-27,24,0.1331,290664.73,119863.88,45,Stage 2 - Underperforming
CUST00205,Westlands,Nairobi,Overdraft,SME,P. Njoroge,2023-05-27,48,0.1226,260170.13,95016.42,32,Stage 2 - Underperforming
CUST00206,Eldoret,Rift Valley,Motor Loan,Retail,M. Hassan,2024-09-10,24,0.1397,531799.03,318032.12,0,Stage 1 - Performing
CUST00207,Eldoret,Rift Valley,Asset Finance,SME,F. Wanjiru,2023-08-30,12,0.178,320768.06,286997.35,150,Stage 3 - Non-Performing
CUST00208,Thika,Central,Mortgage,Retail,J. Mwangi,2024-03-23,48,0.172,476147.82,387269.68,0,Stage 1 - Performing
CUST00209,Kisumu,Nyanza,Personal Loan,Retail,L. Achieng,2024-04-11,60,0.1804,472356.95,171006.47,150,Stage 3 - Non-Performing
CUST00210,Nakuru,Rift Valley,Motor Loan,SME,L. Achieng,2023-11-30,12,0.1339,72361.81,9881.08,0,Stage 1 - Performing
CUST00211,Nairobi CBD,Nairobi,Motor Loan,Corporate,M. Hassan,2023-05-19,12,0.131,307129.0,67705.4,0,Stage 1 - Performing
CUST00212,Kisumu,Nyanza,Mortgage,SME,A. Otieno,2024-06-13,24,0.1649,802851.91,406921.8,1,Stage 1 - Performing
CUST00213,Kitengela,Nairobi,Personal Loan,Retail,P. Njoroge,2025-01-25,84,0.1365,532459.59,377272.93,20,Stage 1 - Performing
CUST00214,Kitengela,Nairobi,SME Loan,SME,S. Kimani,2023-11-18,36,0.1753,166416.28,33544.64,0,Stage 1 - Performing
CUST00215,Westlands,Nairobi,SME Loan,Corporate,A. Otieno,2024-06-16,60,0.1437,59670.67,28292.51,32,Stage 2 - Underperforming
CUST00216,Nakuru,Rift Valley,Motor Loan,Retail,S. Kimani,2023-08-19,12,0.1607,323767.13,74697.85,32,Stage 2 - Underperforming
CUST00217,Nakuru,Rift Valley,Overdraft,Retail,L. Achieng,2023-07-14,84,0.1837,118554.28,83572.45,20,Stage 1 - Performing
CUST00218,Eldoret,Rift Valley,Asset Finance,Retail,L. Achieng,2024-01-05,24,0.1611,423162.52,85318.47,1,Stage 1 - Performing
CUST00219,Nakuru,Rift Valley,Overdraft,SME,L. Achieng,2023-08-01,12,0.1751,125464.3,61144.71,0,Stage 1 - Performing
CUST00220,Kitengela,Nairobi,Asset Finance,Retail,J. Mwangi,2023-08-09,24,0.1312,191221.99,116880.12,0,Stage 1 - Performing
CUST00221,Eldoret,Rift Valley,Personal Loan,Retail,L. Achieng,2024-06-17,12,0.1385,634463.06,475514.82,32,Stage 2 - Underperforming
CUST00222,Mombasa,Coast,Asset Finance,Corporate,A. Otieno,2024-03-12,12,0.1651,101634.02,25059.06,0,Stage 1 - Performing
CUST00223,Westlands,Nairobi,Motor Loan,Retail,A. Otieno,2025-06-18,48,0.1366,178823.22,65143.69,90,Stage 2 - Underperforming
CUST00224,Thika,Central,Personal Loan,Retail,P. Njoroge,2025-06-03,24,0.1238,729401.25,260735.17,0,Stage 1 - Performing
CUST00225,Kitengela,Nairobi,SME Loan,Retail,M. Hassan,2025-02-02,36,0.1589,134258.55,57884.93,0,Stage 1 - Performing
CUST00226,Kisumu,Nyanza,SME Loan,Retail,P. Njoroge,2024-02-08,36,0.1657,258809.42,99741.51,0,Stage 1 - Performing
CUST00227,Kisumu,Nyanza,Asset Finance,Retail,L. Achieng,2024-05-12,12,0.1615,422404.46,400714.53,0,Stage 1 - Performing
CUST00228,Mombasa,Coast,Personal Loan,Retail,A. Otieno,2024-07-02,60,0.155,379310.59,202820.57,5,Stage 1 - Performing
CUST00229,Kitengela,Nairobi,Asset Finance,SME,M. Hassan,2024-07-20,12,0.1201,184271.63,76791.42,60,Stage 2 - Underperforming
CUST00230,Nakuru,Rift Valley,Personal Loan,SME,A. Otieno,2023-03-26,48,0.153,595281.92,404186.03,45,Stage 2 - Underperforming
CUST00231,Nairobi CBD,Nairobi,SME Loan,Corporate,S. Kimani,2025-01-09,48,0.1729,139778.66,90611.38,1,Stage 1 - Performing
CUST00232,Eldoret,Rift Valley,SME Loan,Corporate,L. Achieng,2024-07-28,12,0.1867,380865.67,191977.96,32,Stage 2 - Underperforming
CUST00233,Kisumu,Nyanza,Motor Loan,Retail,L. Achieng,2024-07-24,84,0.12,760071.77,493342.06,0,Stage 1 - Performing
CUST00234,Eldoret,Rift Valley,Personal Loan,Retail,L. Achieng,2024-12-09,24,0.1811,327130.47,309771.31,90,Stage 2 - Underperforming
CUST00235,Nairobi CBD,Nairobi,Asset Finance,SME,J. Mwangi,2023-10-18,12,0.1619,231471.67,69040.04,1,Stage 1 - Performing
CUST00236,Eldoret,Rift Valley,SME Loan,Retail,S. Kimani,2025-02-19,84,0.1845,225294.02,200323.05,10,Stage 1 - Performing
CUST00237,Kitengela,Nairobi,Personal Loan,Corporate,L. Achieng,2024-01-07,36,0.1559,434264.13,62272.45,150,Stage 3 - Non-Performing
CUST00238,Kitengela,Nairobi,Overdraft,Retail,J. Mwangi,2023-12-09,84,0.1537,367858.45,271084.25,32,Stage 2 - Underperforming
CUST00239,Westlands,Nairobi,SME Loan,Retail,J. Mwangi,2024-07-20,12,0.1892,340367.8,210075.25,0,Stage 1 - Performing
CUST00240,Eldoret,Rift Valley,Overdraft,Retail,L. Achieng,2024-07-11,36,0.1711,285777.0,242790.92,5,Stage 1 - Performing
CUST00241,Nairobi CBD,Nairobi,Asset Finance,Retail,A. Otieno,2025-05-08,24,0.1642,318484.14,90767.97,120,Stage 3 - Non-Performing
CUST00242,Nakuru,Rift Valley,Personal Loan,SME,S. Kimani,2024-04-11,36,0.1273,119035.59,99610.42,0,Stage 1 - Performing
CUST00243,Kisumu,Nyanza,Personal Loan,Retail,F. Wanjiru,2024-09-17,12,0.1394,260501.04,108893.42,60,Stage 2 - Underperforming
CUST00244,Thika,Central,Motor Loan,Corporate,J. Mwangi,2023-01-23,12,0.127,886379.93,360023.77,32,Stage 2 - Underperforming
CUST00245,Eldoret,Rift Valley,Personal Loan,SME,F. Wanjiru,2024-07-17,48,0.1545,845651.03,456200.09,0,Stage 1 - Performing
CUST00246,Westlands,Nairobi,Mortgage,SME,J. Mwangi,2024-12-01,12,0.1331,311453.41,91469.08,0,Stage 1 - Performing
CUST00247,Mombasa,Coast,SME Loan,Corporate,M. Hassan,2024-12-17,12,0.1297,677254.75,510904.95,0,Stage 1 - Performing
CUST00248,Nairobi CBD,Nairobi,Motor Loan,SME,M. Hassan,2023-07-18,84,0.1306,239690.28,89410.69,0,Stage 1 - Performing
CUST00249,Mombasa,Coast,Motor Loan,Corporate,J. Mwangi,2023-06-05,24,0.1474,220659.35,114796.8,0,Stage 1 - Performing
CUST00250,Kitengela,Nairobi,Motor Loan,SME,A. Otieno,2023-07-12,24,0.153,245629.47,220028.78,5,Stage 1 - Performing
CUST00251,Nairobi CBD,Nairobi,SME Loan,Retail,P. Njoroge,2024-08-21,48,0.1496,607733.22,134159.57,0,Stage 1 - Performing
CUST00252,Kitengela,Nairobi,Asset Finance,Retail,M. Hassan,2023-06-12,24,0.136,184538.91,44102.21,0,Stage 1 - Performing
CUST00253,Thika,Central,Personal Loan,Retail,P. Njoroge,2023-09-14,12,0.1399,512383.45,379407.12,0,Stage 1 - Performing
CUST00254,Mombasa,Coast,Personal Loan,Retail,S. Kimani,2025-05-29,24,0.1721,56863.63,31492.69,0,Stage 1 - Performing
CUST00255,Westlands,Nairobi,SME Loan,SME,M. Hassan,2024-01-20,60,0.1438,252875.93,110646.38,0,Stage 1 - Performing
CUST00256,Westlands,Nairobi,SME Loan,SME,P. Njoroge,2023-05-12,60,0.1594,711331.88,560746.49,0,Stage 1 - Performing
CUST00257,Eldoret,Rift Valley,Personal Loan,SME,J. Mwangi,2024-06-28,60,0.1555,543052.42,324092.62,0,Stage 1 - Performing
CUST00258,Eldoret,Rift Valley,Mortgage,Retail,A. Otieno,2024-07-07,24,0.1653,402887.18,124089.3,32,Stage 2 - Underperforming
CUST00259,Kisumu,Nyanza,Motor Loan,Retail,L. Achieng,2025-03-18,84,0.1628,262254.93,184311.53,0,Stage 1 - Performing
CUST00260,Westlands,Nairobi,Personal Loan,Corporate,J. Mwangi,2023-11-03,12,0.1338,181898.72,111293.74,0,Stage 1 - Performing
CUST00261,Kitengela,Nairobi,Personal Loan,Corporate,L. Achieng,2023-04-23,24,0.1286,786737.66,128715.83,0,Stage 1 - Performing
CUST00262,Thika,Central,Overdraft,Retail,A. Otieno,2024-06-11,12,0.1631,289450.88,87646.56,120,Stage 3 - Non-Performing
CUST00263,Nairobi CBD,Nairobi,SME Loan,Retail,P. Njoroge,2024-12-05,12,0.1563,556117.39,472873.99,0,Stage 1 - Performing
CUST00264,Nairobi CBD,Nairobi,SME Loan,Retail,J. Mwangi,2025-02-26,84,0.1572,222476.09,192685.14,120,Stage 3 - Non-Performing
CUST00265,Westlands,Nairobi,Personal Loan,Retail,L. Achieng,2023-09-04,84,0.1577,177756.39,141082.35,32,Stage 2 - Underperforming
CUST00266,Westlands,Nairobi,Motor Loan,Corporate,J. Mwangi,2024-01-19,48,0.1284,207402.48,55111.44,0,Stage 1 - Performing
CUST00267,Thika,Central,Personal Loan,Retail,J. Mwangi,2024-07-21,48,0.1781,665534.52,588859.86,0,Stage 1 - Performing
CUST00268,Westlands,Nairobi,Overdraft,Retail,S. Kimani,2023-12-09,60,0.1865,606942.44,465896.36,0,Stage 1 - Performing
CUST00269,Eldoret,Rift Valley,SME Loan,SME,F. Wanjiru,2024-06-12,60,0.1667,269540.69,145794.92,0,Stage 1 - Performing
CUST00270,Kisumu,Nyanza,Personal Loan,Retail,M. Hassan,2024-12-09,12,0.1743,759321.26,689970.88,0,Stage 1 - Performing
CUST00271,Kitengela,Nairobi,Motor Loan,Retail,S. Kimani,2025-03-10,84,0.1568,773069.06,134364.71,20,Stage 1 - Performing
CUST00272,Mombasa,Coast,Personal Loan,SME,L. Achieng,2024-01-07,84,0.1563,45640.86,41353.83,5,Stage 1 - Performing
CUST00273,Nairobi CBD,Nairobi,Overdraft,Retail,P. Njoroge,2023-04-09,24,0.1418,173037.21,82362.07,0,Stage 1 - Performing
CUST00274,Eldoret,Rift Valley,Personal Loan,Retail,P. Njoroge,2024-02-09,36,0.1772,687704.12,596688.2,45,Stage 2 - Underperforming
CUST00275,Mombasa,Coast,SME Loan,Retail,M. Hassan,2025-04-01,60,0.1208,590848.45,94838.74,0,Stage 1 - Performing
CUST00276,Mombasa,Coast,SME Loan,Retail,A. Otieno,2024-01-31,84,0.1572,1222023.08,878198.99,0,Stage 1 - Performing
CUST00277,Thika,Central,Personal Loan,Retail,J. Mwangi,2024-05-20,12,0.1812,33572.23,8407.27,0,Stage 1 - Performing
CUST00278,Nakuru,Rift Valley,Asset Finance,Retail,A. Otieno,2023-03-12,36,0.1853,364721.9,100926.03,15,Stage 1 - Performing
CUST00279,Mombasa,Coast,Personal Loan,Retail,J. Mwangi,2024-03-30,24,0.1668,584799.1,193404.7,90,Stage 2 - Underperforming
CUST00280,Kisumu,Nyanza,Personal Loan,Corporate,M. Hassan,2023-03-19,36,0.161,144046.77,22200.03,90,Stage 2 - Underperforming
CUST00281,Nakuru,Rift Valley,Asset Finance,SME,P. Njoroge,2023-08-23,36,0.1896,991386.67,826190.33,1,Stage 1 - Performing
CUST00282,Nairobi CBD,Nairobi,Motor Loan,Corporate,P. Njoroge,2025-03-06,60,0.1245,789045.86,747606.98,5,Stage 1 - Performing
CUST00283,Kitengela,Nairobi,Overdraft,Corporate,P. Njoroge,2025-03-30,12,0.1375,249212.56,92255.65,0,Stage 1 - Performing
CUST00284,Westlands,Nairobi,Personal Loan,Retail,L. Achieng,2024-05-29,12,0.1517,1011140.58,841786.81,20,Stage 1 - Performing
CUST00285,Nakuru,Rift Valley,SME Loan,Retail,J. Mwangi,2023-09-14,12,0.1512,695012.04,563400.66,45,Stage 2 - Underperforming
CUST00286,Westlands,Nairobi,Mortgage,Corporate,L. Achieng,2024-06-28,24,0.1797,317901.01,207450.97,150,Stage 3 - Non-Performing
CUST00287,Nakuru,Rift Valley,SME Loan,Retail,L. Achieng,2024-08-19,60,0.1657,409476.33,106248.5,0,Stage 1 - Performing
CUST00288,Thika,Central,Motor Loan,SME,F. Wanjiru,2024-09-07,84,0.1317,345359.16,127949.22,120,Stage 3 - Non-Performing
CUST00289,Kisumu,Nyanza,SME Loan,SME,P. Njoroge,2024-06-21,84,0.1615,221723.29,127425.48,5,Stage 1 - Performing
CUST00290,Thika,Central,Personal Loan,Retail,J. Mwangi,2023-06-04,60,0.1782,739393.25,231045.35,0,Stage 1 - Performing
CUST00291,Mombasa,Coast,Motor Loan,SME,J. Mwangi,2024-12-08,36,0.1235,667188.26,620396.05,0,Stage 1 - Performing
CUST00292,Nakuru,Rift Valley,Personal Loan,Retail,M. Hassan,2024-10-25,60,0.1253,224185.62,200969.69,0,Stage 1 - Performing
CUST00293,Kitengela,Nairobi,SME Loan,Retail,L. Achieng,2024-10-17,12,0.1584,214147.58,172978.94,0,Stage 1 - Performing
CUST00294,Westlands,Nairobi,Personal Loan,Retail,L. Achieng,2024-04-05,36,0.1544,636216.0,539536.36,0,Stage 1 - Performing
CUST00295,Kitengela,Nairobi,Motor Loan,Retail,F. Wanjiru,2023-10-30,12,0.1818,238363.59,164419.41,0,Stage 1 - Performing
CUST00296,Nairobi CBD,Nairobi,Mortgage,Retail,F. Wanjiru,2024-09-03,12,0.125,145044.68,33522.23,5,Stage 1 - Performing
CUST00297,Mombasa,Coast,Overdraft,SME,P. Njoroge,2023-11-26,84,0.1313,377374.21,339738.1,1,Stage 1 - Performing
CUST00298,Kitengela,Nairobi,SME Loan,Retail,P. Njoroge,2023-12-17,12,0.1229,373510.43,314363.29,0,Stage 1 - Performing
CUST00299,Nakuru,Rift Valley,SME Loan,SME,S. Kimani,2025-02-23,48,0.1488,125442.84,68129.44,15,Stage 1 - Performing
CUST00300,Nairobi CBD,Nairobi,Personal Loan,Retail,M. Hassan,2023-02-22,12,0.1897,288642.75,229862.04,20,Stage 1 - Performing
CUST00301,Nairobi CBD,Nairobi,Mortgage,Retail,J. Mwangi,2023-06-24,36,0.1242,251724.51,196677.41,0,Stage 1 - Performing
CUST00302,Nakuru,Rift Valley,Motor Loan,SME,M. Hassan,2024-03-13,84,0.1451,799045.33,245280.09,45,Stage 2 - Underperforming
CUST00303,Westlands,Nairobi,Personal Loan,Retail,S. Kimani,2024-03-15,24,0.1226,278006.03,263642.59,0,Stage 1 - Performing
CUST00304,Thika,Central,Asset Finance,SME,F. Wanjiru,2024-12-18,24,0.1436,133008.41,120366.52,5,Stage 1 - Performing
CUST00305,Nairobi CBD,Nairobi,Asset Finance,Retail,M. Hassan,2025-05-14,48,0.171,104998.25,50261.71,5,Stage 1 - Performing
CUST00306,Mombasa,Coast,Personal Loan,Retail,J. Mwangi,2025-01-10,24,0.1289,264742.09,228012.47,5,Stage 1 - Performing
CUST00307,Nairobi CBD,Nairobi,Asset Finance,SME,L. Achieng,2024-06-04,36,0.1273,189430.45,131545.23,0,Stage 1 - Performing
CUST00308,Kitengela,Nairobi,Personal Loan,Retail,F. Wanjiru,2024-09-13,24,0.1249,515672.46,212858.79,15,Stage 1 - Performing
CUST00309,Kisumu,Nyanza,Motor Loan,SME,J. Mwangi,2023-08-26,84,0.1845,186465.93,73076.54,120,Stage 3 - Non-Performing
CUST00310,Eldoret,Rift Valley,SME Loan,Retail,S. Kimani,2025-02-13,24,0.1405,672927.71,82201.61,5,Stage 1 - Performing
CUST00311,Eldoret,Rift Valley,Personal Loan,Retail,M. Hassan,2024-07-13,36,0.1882,167885.43,67644.95,15,Stage 1 - Performing
CUST00312,Nairobi CBD,Nairobi,Personal Loan,SME,J. Mwangi,2023-06-18,36,0.1433,109430.84,19872.74,0,Stage 1 - Performing
CUST00313,Westlands,Nairobi,Asset Finance,SME,M. Hassan,2024-09-04,60,0.1233,567440.73,233826.39,90,Stage 2 - Underperforming
CUST00314,Kisumu,Nyanza,Mortgage,Retail,S. Kimani,2024-07-29,36,0.1881,133903.27,43025.56,0,Stage 1 - Performing
CUST00315,Mombasa,Coast,SME Loan,Retail,F. Wanjiru,2024-02-17,60,0.1813,339033.39,106416.5,5,Stage 1 - Performing
CUST00316,Nairobi CBD,Nairobi,SME Loan,Retail,F. Wanjiru,2024-08-29,24,0.1484,236375.63,149822.08,0,Stage 1 - Performing
CUST00317,Nairobi CBD,Nairobi,Mortgage,SME,L. Achieng,2024-04-17,12,0.1567,135152.64,60523.06,20,Stage 1 - Performing
CUST00318,Nakuru,Rift Valley,Personal Loan,Retail,F. Wanjiru,2023-02-25,48,0.1328,753186.08,626258.78,0,Stage 1 - Performing
CUST00319,Eldoret,Rift Valley,SME Loan,SME,P. Njoroge,2023-04-14,12,0.1202,39055.61,35625.01,45,Stage 2 - Underperforming
CUST00320,Nakuru,Rift Valley,Overdraft,Corporate,L. Achieng,2025-04-19,24,0.1599,563258.41,164655.14,0,Stage 1 - Performing
CUST00321,Kisumu,Nyanza,Personal Loan,Retail,L. Achieng,2023-04-22,84,0.1898,611948.92,177572.65,0,Stage 1 - Performing
CUST00322,Eldoret,Rift Valley,SME Loan,SME,J. Mwangi,2024-07-09,24,0.1545,178196.73,90433.94,10,Stage 1 - Performing
CUST00323,Westlands,Nairobi,Personal Loan,Retail,F. Wanjiru,2024-07-28,12,0.1275,177885.9,36862.39,0,Stage 1 - Performing
CUST00324,Eldoret,Rift Valley,SME Loan,Retail,M. Hassan,2025-06-02,84,0.1792,398939.06,370264.7,45,Stage 2 - Underperforming
CUST00325,Thika,Central,SME Loan,Retail,M. Hassan,2024-06-28,12,0.1213,491511.14,61201.58,0,Stage 1 - Performing
CUST00326,Mombasa,Coast,Personal Loan,Retail,J. Mwangi,2023-01-18,84,0.1455,300272.31,230242.01,1,Stage 1 - Performing
CUST00327,Nakuru,Rift Valley,Asset Finance,Retail,S. Kimani,2023-09-14,48,0.1275,316408.24,156282.26,90,Stage 2 - Underperforming
CUST00328,Nairobi CBD,Nairobi,SME Loan,Corporate,P. Njoroge,2024-06-15,48,0.1761,219015.74,97328.91,0,Stage 1 - Performing
CUST00329,Kitengela,Nairobi,Motor Loan,Corporate,A. Otieno,2023-07-04,24,0.1386,960257.78,140820.66,20,Stage 1 - Performing
CUST00330,Kitengela,Nairobi,Personal Loan,Corporate,F. Wanjiru,2023-04-16,60,0.1418,37865.75,27233.08,60,Stage 2 - Underperforming
CUST00331,Nakuru,Rift Valley,SME Loan,Corporate,M. Hassan,2023-08-14,60,0.1329,643611.04,570214.78,0,Stage 1 - Performing
CUST00332,Kitengela,Nairobi,Personal Loan,Retail,M. Hassan,2024-02-11,84,0.1702,810238.83,254905.69,10,Stage 1 - Performing
CUST00333,Mombasa,Coast,SME Loan,SME,M. Hassan,2023-07-20,48,0.1278,218452.74,31686.96,0,Stage 1 - Performing
CUST00334,Mombasa,Coast,Mortgage,Corporate,P. Njoroge,2023-06-29,36,0.1793,334864.0,253549.65,150,Stage 3 - Non-Performing
CUST00335,Nairobi CBD,Nairobi,SME Loan,Retail,L. Achieng,2024-09-17,24,0.1588,959475.68,664492.06,0,Stage 1 - Performing
CUST00336,Thika,Central,Motor Loan,SME,M. Hassan,2023-11-17,36,0.1306,190784.91,47115.13,0,Stage 1 - Performing
CUST00337,Kitengela,Nairobi,Mortgage,SME,P. Njoroge,2024-09-16,12,0.1713,617117.07,165931.92,20,Stage 1 - Performing
CUST00338,Thika,Central,Mortgage,Retail,J. Mwangi,2023-03-02,24,0.1322,434379.23,328350.19,0,Stage 1 - Performing
CUST00339,Thika,Central,SME Loan,SME,L. Achieng,2025-05-29,48,0.1346,622302.09,246178.88,0,Stage 1 - Performing
CUST00340,Eldoret,Rift Valley,Motor Loan,SME,S. Kimani,2023-08-31,84,0.1585,913950.85,308906.35,45,Stage 2 - Underperforming
CUST00341,Kisumu,Nyanza,Personal Loan,SME,M. Hassan,2024-01-31,24,0.1829,100198.3,15925.81,0,Stage 1 - Performing
CUST00342,Westlands,Nairobi,Overdraft,Retail,P. Njoroge,2024-01-25,84,0.1784,218599.78,151779.31,0,Stage 1 - Performing
CUST00343,Eldoret,Rift Valley,SME Loan,Corporate,F. Wanjiru,2024-12-04,36,0.1687,349373.1,268394.26,0,Stage 1 - Performing
CUST00344,Nairobi CBD,Nairobi,Personal Loan,Retail,F. Wanjiru,2023-11-05,60,0.1228,516772.86,335113.16,120,Stage 3 - Non-Performing
CUST00345,Kisumu,Nyanza,SME Loan,SME,F. Wanjiru,2024-05-06,48,0.155,597460.25,286226.28,5,Stage 1 - Performing
CUST00346,Kitengela,Nairobi,Mortgage,Retail,M. Hassan,2024-01-08,24,0.1626,392680.45,246515.63,45,Stage 2 - Underperforming
CUST00347,Westlands,Nairobi,Personal Loan,SME,A. Otieno,2024-04-22,24,0.1873,379885.84,99385.75,0,Stage 1 - Performing
CUST00348,Mombasa,Coast,SME Loan,Retail,L. Achieng,2025-05-19,60,0.129,278882.82,85920.1,0,Stage 1 - Performing
CUST00349,Nairobi CBD,Nairobi,Personal Loan,SME,S. Kimani,2023-10-06,36,0.1609,494666.89,155202.05,20,Stage 1 - Performing
CUST00350,Westlands,Nairobi,Personal Loan,SME,P. Njoroge,2024-07-31,84,0.188,294476.6,205192.38,150,Stage 3 - Non-Performing
CUST00351,Kisumu,Nyanza,SME Loan,Retail,L. Achieng,2023-12-23,48,0.1571,520653.84,192564.5,5,Stage 1 - Performing
CUST00352,Kisumu,Nyanza,SME Loan,SME,S. Kimani,2023-08-22,48,0.1546,179434.38,145168.85,0,Stage 1 - Performing
CUST00353,Nakuru,Rift Valley,Overdraft,Retail,F. Wanjiru,2023-02-01,12,0.1377,272200.65,54610.9,0,Stage 1 - Performing
CUST00354,Thika,Central,Asset Finance,Retail,L. Achieng,2024-05-22,84,0.1584,124265.96,13108.4,20,Stage 1 - Performing
CUST00355,Kitengela,Nairobi,Personal Loan,Retail,F. Wanjiru,2024-10-08,24,0.1649,454044.11,214472.34,20,Stage 1 - Performing
CUST00356,Eldoret,Rift Valley,Personal Loan,Retail,S. Kimani,2025-01-26,36,0.1774,546246.37,476589.7,0,Stage 1 - Performing
CUST00357,Kisumu,Nyanza,Motor Loan,Retail,S. Kimani,2023-08-14,60,0.1575,370234.82,62557.93,0,Stage 1 - Performing
CUST00358,Westlands,Nairobi,SME Loan,Corporate,S. Kimani,2023-05-21,24,0.1277,782843.17,148028.87,0,Stage 1 - Performing
CUST00359,Eldoret,Rift Valley,Asset Finance,Retail,F. Wanjiru,2025-06-03,12,0.1648,236437.84,167802.0,15,Stage 1 - Performing
CUST00360,Thika,Central,Motor Loan,SME,L. Achieng,2023-06-20,24,0.1397,416922.18,331926.81,0,Stage 1 - Performing
CUST00361,Thika,Central,Overdraft,SME,L. Achieng,2023-10-17,36,0.1855,753291.03,259942.24,0,Stage 1 - Performing
CUST00362,Nakuru,Rift Valley,Asset Finance,SME,L. Achieng,2024-07-04,84,0.1346,343708.5,144706.02,15,Stage 1 - Performing
CUST00363,Kisumu,Nyanza,Personal Loan,SME,F. Wanjiru,2024-07-24,12,0.1811,768453.6,680957.64,0,Stage 1 - Performing
CUST00364,Nakuru,Rift Valley,SME Loan,Retail,P. Njoroge,2025-01-15,12,0.1569,850612.48,114905.31,0,Stage 1 - Performing
CUST00365,Nairobi CBD,Nairobi,Motor Loan,Corporate,S. Kimani,2024-01-06,60,0.1351,211782.87,191279.42,0,Stage 1 - Performing
CUST00366,Westlands,Nairobi,SME Loan,Retail,F. Wanjiru,2025-01-24,48,0.1658,74956.75,27250.87,0,Stage 1 - Performing
CUST00367,Mombasa,Coast,Mortgage,Corporate,F. Wanjiru,2025-05-16,24,0.178,28257.48,18249.81,32,Stage 2 - Underperforming
CUST00368,Mombasa,Coast,Personal Loan,Retail,J. Mwangi,2024-12-17,84,0.1308,360645.99,252546.43,150,Stage 3 - Non-Performing
CUST00369,Nairobi CBD,Nairobi,Asset Finance,Retail,J. Mwangi,2024-10-20,36,0.1288,1473672.78,149758.09,0,Stage 1 - Performing
CUST00370,Nakuru,Rift Valley,SME Loan,Retail,A. Otieno,2023-07-09,84,0.1798,703620.06,404193.05,0,Stage 1 - Performing
CUST00371,Kisumu,Nyanza,Asset Finance,SME,M. Hassan,2024-05-20,48,0.1273,198761.28,136622.5,10,Stage 1 - Performing
CUST00372,Westlands,Nairobi,Asset Finance,Retail,A. Otieno,2024-08-13,60,0.1768,628735.15,68918.52,0,Stage 1 - Performing
CUST00373,Nairobi CBD,Nairobi,Mortgage,Retail,J. Mwangi,2023-05-01,24,0.1847,81630.89,48420.38,60,Stage 2 - Underperforming
CUST00374,Nakuru,Rift Valley,SME Loan,Retail,F. Wanjiru,2024-04-02,12,0.1524,317572.06,70280.56,120,Stage 3 - Non-Performing
CUST00375,Thika,Central,SME Loan,Retail,M. Hassan,2025-01-28,36,0.1666,758073.99,155120.29,0,Stage 1 - Performing
CUST00376,Westlands,Nairobi,Motor Loan,Retail,S. Kimani,2024-06-10,60,0.1311,213670.29,189865.82,90,Stage 2 - Underperforming
CUST00377,Kitengela,Nairobi,Motor Loan,Corporate,A. Otieno,2023-12-29,60,0.1498,219924.78,103823.82,120,Stage 3 - Non-Performing
